transitNr;orderNr;driverName;customerName;transitType;transitTypeShort;Status;countAllOrders;statusGreater30min;statusSerialSet;statusDateTime;statusHrsMin;distanceKm;statusGreater1km;DivisionCity;statusDate;remarks;latCust;lonCust;latApp;lonApp
T997894139;250437396; Julius Craig;Customer 1488;delivery;D;delivered;23;1;;18.11.2020 12:11;12:00;0,09;;Katowice;18.11.2020;;50.09252938;18.10138903;50.091759;18.1014205
T997894139;250702492; Julius Craig;Customer 2927;delivery;D;delivered;23;;;18.11.2020 09:28;09:00;0,56;;Katowice;18.11.2020;;50.0772438;18.21362686;50.0739856;18.2077129
T997894139;250737946; Julius Craig;Customer 1338;delivery;D;delivered;23;1;;18.11.2020 09:55;09:30;0,17;;Katowice;18.11.2020;;50.07857475;18.22163889;50.0784879;18.2239451
T995090010;250944626; Adrian Baker;Customer 5240;pickup;P;delivered;17;1;1;18.11.2020 12:31;12:30;10,02;;Katowice;18.11.2020;;50.43374634;18.3168602;50.506098;18.4008892
T995090010;250282557; Adrian Baker;Customer 4315;delivery;D;delivered;17;;1;18.11.2020 11:21;11:00;0,05;;Katowice;18.11.2020;;50.51587296;18.30444717;50.51565095;18.30382285
T995090010;250515909; Adrian Baker;Customer 4373;pickup;P;delivered;17;1;;18.11.2020 13:11;13:00;44,55;;Katowice;18.11.2020;;50.51876831;18.30225754;50.2929668;18.8198826
T995090010;250784816; Adrian Baker;Customer 4373;pickup;P;delivered;17;1;;18.11.2020 13:11;13:00;44,55;1;Katowice;18.11.2020;;50.51876831;18.30225754;50.2929668;18.8198826
T995090010;250301067; Adrian Baker;Customer 858;delivery;D;delivered;17;;1;18.11.2020 07:54;07:30;0,03;;Katowice;18.11.2020;Customer not willing to pay;50.72332764;18.43906021;50.7235854;18.4389546
T995090010;250415389; Adrian Baker;Customer 4764;delivery;D;delivered;17;;;18.11.2020 10:15;10:00;0,02;;Katowice;18.11.2020;;50.50695419;18.18778992;50.5070228;18.1879908
T995090010;250251118; Adrian Baker;Customer 1920;delivery;D;delivered;17;;1;18.11.2020 08:54;08:30;0,01;;Katowice;18.11.2020;;50.68174362;18.18498611;50.681761;18.1850815
T995090010;250859563; Adrian Baker;Customer 2349;pickup;P;not delivered;17;1;1;18.11.2020 08:31;08:30;0,19;;Katowice;18.11.2020;;50.6619873;18.36569595;50.6618235;18.363026
T995090010;250174953; Adrian Baker;Customer 4862;delivery;D;delivered;17;1;1;18.11.2020 11:07;11:00;1,55;1;Katowice;18.11.2020;;50.51086426;18.30552292;50.5147036;18.2845555
T993693637;250308853; Marshall Erickson;Customer 4270;delivery;D;delivered;15;1;;18.11.2020 13:20;13:00;0,04;;Katowice;18.11.2020;;50.36686325;18.63337708;50.3671167;18.6329704
T993693637;250676292; Marshall Erickson;Customer 2674;delivery;D;delivered;15;1;1;18.11.2020 13:41;13:30;0,16;1;Katowice;18.11.2020;;50.38096076;18.63461334;50.3812723;18.6323906
T993693637;250974186; Marshall Erickson;Customer 226;delivery;D;not delivered;15;1;;18.11.2020 13:49;13:30;8,26;1;Katowice;18.11.2020;;50.32324982;18.70457458;50.3813641;18.6324315
T993693637;250761852; Marshall Erickson;Customer 2883;delivery;D;delivered;15;1;1;18.11.2020 12:24;12:00;0,08;;Katowice;18.11.2020;;50.32229233;18.59342957;50.322411;18.5944839
T993693637;250408898; Marshall Erickson;Customer 4031;delivery;D;delivered;15;1;;18.11.2020 14:40;14:30;2,34;;Katowice;18.11.2020;;50.28790283;18.73203278;50.2993898;18.7045086
T993693637;250660369; Marshall Erickson;Customer 3861;delivery;D;delivered;15;1;1;18.11.2020 08:00;08:00;1,81;;Katowice;18.11.2020;Pallet is too heavy and cant load it;50.28930283;18.66255188;50.2738003;18.6704062
T993693637;250291579; Marshall Erickson;Customer 2889;delivery;D;delivered;15;1;1;18.11.2020 12:24;12:00;0,07;;Katowice;18.11.2020;;50.32229233;18.59342957;50.3224189;18.5944253
T993693637;250574474; Marshall Erickson;Customer 3911;delivery;D;delivered;15;1;;18.11.2020 07:31;07:30;0,1;1;Katowice;18.11.2020;;50.27421188;18.69549942;50.2746189;18.6942891
T993693637;250657613; Marshall Erickson;Customer 2314;delivery;D;delivered;15;1;1;18.11.2020 09:22;09:00;0,02;;Katowice;18.11.2020;;50.33258057;18.62584686;50.3324106;18.6259158
T993693637;250785015; Marshall Erickson;Customer 3585;delivery;D;delivered;15;1;1;18.11.2020 08:30;08:00;2,13;;Katowice;18.11.2020;;50.27037811;18.65653229;50.2889745;18.663568
T993693637;250417437; Marshall Erickson;Customer 3673;delivery;D;not delivered;15;1;;18.11.2020 14:50;14:30;3,87;1;Katowice;18.11.2020;;50.29746246;18.67879105;50.2979447;18.7331312
T993693637;250618470; Marshall Erickson;Customer 4929;delivery;D;delivered;15;;1;18.11.2020 09:03;09:00;2,76;;Katowice;18.11.2020;;50.32123566;18.6242981;50.3072717;18.6562767
T993693637;250756851; Marshall Erickson;Customer 2363;delivery;D;not delivered;15;1;1;18.11.2020 14:40;14:30;8,38;1;Katowice;18.11.2020;;50.36454391;18.64479828;50.2991451;18.7033289
T993693637;250331506; Marshall Erickson;Customer 4395;delivery;D;delivered;15;;;18.11.2020 14:50;14:30;0,42;1;Katowice;18.11.2020;;50.29434481;18.73206474;50.2980488;18.7331699
T993693637;250556439; Marshall Erickson;Customer 5634;pickup;P;not delivered;15;;1;18.11.2020 12:49;12:30;9,65;;Katowice;18.11.2020;;50.3465538;18.73237991;50.3279878;18.5999167
T994259303;250545425; Luther Bailey;Customer 373;delivery;D;delivered;24;;1;18.11.2020 10:26;10:00;0,82;;Katowice;18.11.2020;;50.27051544;18.94326401;50.2654087;18.951597
T994259303;250411153; Luther Bailey;Customer 2814;delivery;D;delivered;24;1;;18.11.2020 08:40;08:30;0,25;;Katowice;18.11.2020;;50.28728454;18.86467978;50.2878296;18.8680259
T994259303;250340393; Luther Bailey;Customer 2596;delivery;D;delivered;24;;1;18.11.2020 09:01;09:00;0,04;1;Katowice;18.11.2020;;50.26520157;18.9011879;50.2653088;18.9006841
T994259303;250903212; Luther Bailey;Customer 2596;delivery;D;delivered;24;1;;18.11.2020 09:01;09:00;0,04;1;Katowice;18.11.2020;;50.26520157;18.9011879;50.2653088;18.9006841
T994259303;250795435; Luther Bailey;Customer 2596;delivery;D;delivered;24;1;;18.11.2020 09:01;09:00;0,04;1;Katowice;18.11.2020;;50.26520157;18.9011879;50.2653088;18.9006841
T994259303;250749671; Luther Bailey;Customer 3265;delivery;D;delivered;24;1;1;18.11.2020 12:29;12:00;0,16;1;Katowice;18.11.2020;;50.32098007;18.94582367;50.3223836;18.9452962
T994259303;250863449; Luther Bailey;Customer 3390;delivery;D;delivered;24;;;18.11.2020 12:30;12:30;0,16;;Katowice;18.11.2020;;50.32098007;18.94582367;50.3223853;18.9453081
T994259303;250353886; Luther Bailey;Customer 3390;delivery;D;delivered;24;1;1;18.11.2020 12:30;12:30;0,16;1;Katowice;18.11.2020;;50.32098007;18.94582367;50.3223853;18.9453081
T994259303;250673303; Luther Bailey;Customer 3728;delivery;D;delivered;24;1;;18.11.2020 09:47;09:30;1,22;;Katowice;18.11.2020;;50.27051544;18.94326401;50.2601365;18.9488554
T994259303;250860027; Luther Bailey;Customer 3390;delivery;D;delivered;24;;;18.11.2020 12:30;12:30;0,16;;Katowice;18.11.2020;Need assistance;50.32098007;18.94582367;50.3223853;18.9453081
T994259303;250472471; Luther Bailey;Customer 814;delivery;D;delivered;24;1;1;18.11.2020 08:27;08:00;0,58;;Katowice;18.11.2020;;50.29203796;18.84883118;50.2970328;18.851004
T994259303;250786902; Luther Bailey;Customer 3270;delivery;D;delivered;24;1;;18.11.2020 12:29;12:00;0,16;;Katowice;18.11.2020;;50.32098007;18.94582367;50.3223836;18.9452962
T994259303;250212856; Luther Bailey;Customer 1367;delivery;D;delivered;24;1;1;18.11.2020 11:07;11:00;1,29;;Katowice;18.11.2020;;50.29939077;18.99373408;50.3046409;18.9776655
T994259303;250484646; Luther Bailey;Customer 371;delivery;D;delivered;24;1;1;18.11.2020 10:26;10:00;0,53;;Katowice;18.11.2020;;50.26126862;18.94803619;50.2654087;18.951597
T994259303;250988774; Luther Bailey;Customer 3478;delivery;D;delivered;24;;;18.11.2020 12:29;12:00;0,16;;Katowice;18.11.2020;;50.32099533;18.94590378;50.3223836;18.9452962
T994259303;250186495; Luther Bailey;Customer 1367;delivery;D;delivered;24;;1;18.11.2020 11:07;11:00;0,48;;Katowice;18.11.2020;;50.29939077;18.99373408;50.3036585;18.9927449
T994259303;250773937; Luther Bailey;Customer 5391;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,18;1;Katowice;18.11.2020;;50.30702209;18.93317413;50.3285648;18.9977159
T994259303;250431606; Luther Bailey;Customer 5239;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,08;;Katowice;18.11.2020;;50.30908;18.93324;50.3285664;18.9977235
T994259303;250958748; Luther Bailey;Customer 5239;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,08;;Katowice;18.11.2020;;50.30908;18.93324;50.3285664;18.9977235
T994259303;250648955; Luther Bailey;Customer 5239;pickup;P;delivered;24;1;;18.11.2020 15:35;15:30;5,08;;Katowice;18.11.2020;;50.30908;18.93324;50.3285664;18.9977235
T994259303;250773751; Luther Bailey;Customer 5239;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,08;1;Katowice;18.11.2020;;50.30908;18.93324;50.3285664;18.9977235
T994259303;250541602; Luther Bailey;Customer 5239;pickup;P;delivered;24;1;1;18.11.2020 15:35;15:30;5,08;;Katowice;18.11.2020;;50.30908;18.93324;50.3285664;18.9977235
T998081148;250388924;Freddie Salazar;Customer 5336;delivery;D;delivered;27;;1;18.11.2020 13:32;13:30;2,52;;Szczecin;18.11.2020;;53.42751312;14.43454361;53.4263064;14.472446
T998081148;250888534;Freddie Salazar;Customer 3581;delivery;D;delivered;27;;;18.11.2020 12:39;12:30;0,08;;Szczecin;18.11.2020;;53.42393875;14.51008224;53.4233815;14.5108038
T998081148;250173776;Freddie Salazar;Customer 1280;delivery;D;delivered;27;;;18.11.2020 13:54;13:30;0,37;1;Szczecin;18.11.2020;;53.44204443;14.40974801;53.4399296;14.4054658
T998081148;250793846;Freddie Salazar;Customer 838;delivery;D;delivered with problems;27;;;18.11.2020 09:55;09:30;0,06;1;Szczecin;18.11.2020;;53.38412094;14.48102951;53.3835773;14.4812416
T998081148;250278749;Freddie Salazar;Customer 2020;delivery;D;delivered;27;1;;18.11.2020 11:46;11:30;3,06;1;Szczecin;18.11.2020;;53.3878479;14.54705811;53.3997163;14.5055238
T998081148;250899097;Freddie Salazar;Customer 848;delivery;D;delivered;27;1;1;18.11.2020 09:54;09:30;0,06;1;Szczecin;18.11.2020;;53.38412094;14.48102951;53.3836242;14.4811717
T998081148;250315216;Freddie Salazar;Customer 5006;pickup;P;delivered;27;1;;18.11.2020 14:48;14:30;0,19;1;Szczecin;18.11.2020;;53.42607498;14.51208878;53.4276724;14.5112996
T998081148;250856206;Freddie Salazar;Customer 3189;delivery;D;delivered;27;;;18.11.2020 13:02;13:00;0,07;1;Szczecin;18.11.2020;;53.42510986;14.5031929;53.42555;14.5023559
T998081148;250587392;Freddie Salazar;Customer 5271;delivery;D;delivered;27;1;;18.11.2020 10:36;10:30;0,04;1;Szczecin;18.11.2020;;53.37192535;14.47227478;53.3718366;14.4716753
T998081148;250285300;Freddie Salazar;Customer 5233;delivery;D;delivered;27;;1;18.11.2020 10:52;10:30;0,25;;Szczecin;18.11.2020;;53.37625873;14.47053002;53.3741143;14.4694618
T998081148;250789937;Freddie Salazar;Customer 4544;pickup;P;delivered;27;1;;18.11.2020 13:16;13:00;0,22;;Szczecin;18.11.2020;;53.42910385;14.48264694;53.4310371;14.4825033
T998081148;250320275;Freddie Salazar;Customer 616;delivery;D;delivered;27;;;18.11.2020 12:19;12:00;0,23;;Szczecin;18.11.2020;;53.42607;14.51208;53.4280516;14.510919
T998081148;250177652;Freddie Salazar;Customer 4114;delivery;D;delivered;27;;;18.11.2020 10:09;10:00;0,04;1;Szczecin;18.11.2020;;53.37597656;14.48225021;53.3763147;14.4821493
T991367476;250454666; Joseph Cain;Customer 2601;pickup;P;delivered;17;1;;18.11.2020 14:24;14:00;0,13;;Szczecin;18.11.2020;;53.56822586;14.54842758;53.5692662;14.5474344
T991367476;250810801; Joseph Cain;Customer 1799;delivery;D;delivered;17;1;1;18.11.2020 09:44;09:30;0,9;;Szczecin;18.11.2020;;53.44102478;14.57626343;53.4485879;14.5810684
T991367476;250832819; Joseph Cain;Customer 2431;pickup;P;delivered;17;;1;18.11.2020 15:02;15:00;0,02;;Szczecin;18.11.2020;App throws error please help;53.48194885;14.53374481;53.4821371;14.5339479
T991367476;250522606; Joseph Cain;Customer 5007;delivery;D;delivered;17;;;18.11.2020 10:11;10:00;0,09;;Szczecin;18.11.2020;;53.46216202;14.55356979;53.4617033;14.5525006
T991367476;250215491; Joseph Cain;Customer 4245;delivery;D;delivered;17;1;;18.11.2020 12:31;12:30;0,02;;Szczecin;18.11.2020;;53.53950882;14.57082748;53.5396425;14.5709662
T991367476;250553243; Joseph Cain;Customer 2318;delivery;D;delivered;17;1;;18.11.2020 13:41;13:30;0,03;;Szczecin;18.11.2020;;53.72144699;14.3046608;53.7214213;14.3042084
T991367476;250454465; Joseph Cain;Customer 3317;delivery;D;delivered;17;;;18.11.2020 09:24;09:00;0,27;;Szczecin;18.11.2020;;53.42641449;14.55160522;53.4284576;14.5495157
T991367476;250997580; Joseph Cain;Customer 3384;delivery;D;delivered;17;;1;18.11.2020 09:23;09:00;0,13;;Szczecin;18.11.2020;;53.42845917;14.55150986;53.4284576;14.5495157
T991367476;250852289; Joseph Cain;Customer 1303;delivery;D;delivered;17;;;18.11.2020 10:51;10:30;0,61;;Szczecin;18.11.2020;;53.4472084;14.58455276;53.4525929;14.5828001
T991367476;250509277; Joseph Cain;Customer 3308;delivery;D;delivered;17;;;18.11.2020 09:23;09:00;0,13;;Szczecin;18.11.2020;;53.42845917;14.55150986;53.4284417;14.5495072
T991367476;250663471; Joseph Cain;Customer 5520;delivery;D;delivered;17;;1;18.11.2020 12:04;12:00;0,13;;Szczecin;18.11.2020;;53.4678688;14.5917778;53.4683525;14.5935497
T991367476;250988968; Joseph Cain;Customer 3691;delivery;D;delivered;17;1;;18.11.2020 09:23;09:00;0,26;;Szczecin;18.11.2020;;53.42641449;14.55160522;53.4284298;14.5495001
T991367476;250675225; Joseph Cain;Customer 3436;delivery;D;delivered;17;1;;18.11.2020 09:23;09:00;0,13;;Szczecin;18.11.2020;;53.42845917;14.55150986;53.4284525;14.5495139
T991367476;250530393; Joseph Cain;Customer 352;delivery;D;delivered;17;1;1;18.11.2020 11:15;11:00;0,11;;Szczecin;18.11.2020;;53.45538712;14.58792114;53.4553555;14.5895578
T991367476;250507636; Joseph Cain;Customer 4765;delivery;D;delivered;17;1;;18.11.2020 12:41;12:30;0,32;;Szczecin;18.11.2020;;53.5513649;14.55359268;53.5515455;14.5487956
T991367476;250641223; Joseph Cain;Customer 1536;delivery;D;delivered;17;1;;18.11.2020 12:55;12:30;0,07;;Szczecin;18.11.2020;;53.54889297;14.47287369;53.5493098;14.4721401
T991367476;250588920; Joseph Cain;Customer 2862;delivery;D;delivered;17;1;1;18.11.2020 10:35;10:30;0,41;;Szczecin;18.11.2020;;53.45365974;14.56885721;53.4564628;14.5728826
T996309251;250932484; Gregory Roberts;Customer 583;delivery;D;delivered;17;;1;18.11.2020 11:26;11:00;0,19;;Szczecin;18.11.2020;;53.47595978;15.3492775;53.4746729;15.3473642
T996309251;250228526; Gregory Roberts;Customer 2768;delivery;D;delivered;17;;1;18.11.2020 12:11;12:00;0,72;;Szczecin;18.11.2020;;53.53726959;15.53112411;53.5432324;15.5352351
T996309251;250892560; Gregory Roberts;Customer 4914;delivery;D;delivered;17;;;18.11.2020 10:16;10:00;1,33;;Szczecin;18.11.2020;;53.34215546;15.02460098;53.3428587;15.044486
T996309251;250878950; Gregory Roberts;Customer 1952;delivery;D;not delivered;17;;1;18.11.2020 10:29;10:00;10,79;;Szczecin;18.11.2020;;53.38689041;14.90032578;53.3426104;15.0444607
T996309251;250315242; Gregory Roberts;Customer 223;delivery;D;delivered;17;1;1;18.11.2020 10:58;10:30;0,19;;Szczecin;18.11.2020;;53.40975189;15.17549515;53.4114;15.1764887
T996309251;250526877; Gregory Roberts;Customer 4209;delivery;D;delivered;17;;;18.11.2020 13:42;13:30;1,49;;Szczecin;18.11.2020;;53.63235855;15.61626434;53.6457219;15.6166695
T995318241;250907365; Charlie Lucas;Customer 1638;delivery;D;delivered;9;1;;18.11.2020 11:13;11:00;3,63;;Warsaw;18.11.2020;;52.1396;20.82541;52.1089148;20.8436072
T995318241;250794274; Charlie Lucas;Customer 1638;delivery;D;delivered;9;1;;18.11.2020 11:13;11:00;3,63;;Warsaw;18.11.2020;;52.1396;20.82541;52.1089148;20.8436072
T995318241;250845803; Charlie Lucas;Customer 3330;delivery;D;delivered;9;;1;18.11.2020 13:31;13:30;0,61;;Warsaw;18.11.2020;;52.13064957;20.89505386;52.1337468;20.8877818
T995318241;250560358; Charlie Lucas;Customer 3684;delivery;D;delivered;9;1;;18.11.2020 16:18;16:00;30,03;;Warsaw;18.11.2020;;52.13064957;20.89505386;51.860774;20.8866381
T995318241;250596210; Charlie Lucas;Customer 1638;delivery;D;delivered;9;;;18.11.2020 11:13;11:00;3,63;;Warsaw;18.11.2020;;52.1396;20.82541;52.1089148;20.8436072
T995318241;250787203; Charlie Lucas;Customer 1638;delivery;D;delivered;9;;;18.11.2020 11:13;11:00;3,63;1;Warsaw;18.11.2020;;52.1396;20.82541;52.1089148;20.8436072
T993341329;250364153; Nick Carr;Customer 1283;delivery;D;delivered;14;;1;18.11.2020 13:06;13:00;5,45;1;Warsaw;18.11.2020;;52.4175415;21.18045807;52.4412997;21.2504974
T993341329;250326132; Nick Carr;Customer 3358;delivery;D;delivered;14;1;;18.11.2020 09:44;09:30;0,24;;Warsaw;18.11.2020;;52.30548096;21.08544922;52.3063534;21.0886897
T993341329;250391150; Nick Carr;Customer 3358;delivery;D;delivered;14;;1;18.11.2020 09:44;09:30;0,24;1;Warsaw;18.11.2020;Ready to leave customer premises;52.30548096;21.08544922;52.3063534;21.0886897
T993341329;250839497; Nick Carr;Customer 3400;delivery;D;delivered;14;;1;18.11.2020 09:44;09:30;0,22;1;Warsaw;18.11.2020;;52.30548096;21.08544922;52.3065167;21.0882476
T993341329;250743360; Nick Carr;Customer 4294;delivery;D;delivered;14;;;18.11.2020 12:10;12:00;2,38;1;Warsaw;18.11.2020;;52.36231232;21.29523468;52.3590836;21.2607139
T993341329;250916795; Nick Carr;Customer 4082;delivery;D;delivered;14;;;18.11.2020 10:31;10:30;0,61;1;Warsaw;18.11.2020;;52.33372879;21.10014725;52.3390745;21.0983426
T993341329;250590306; Nick Carr;Customer 4825;delivery;D;delivered;14;1;1;18.11.2020 10:05;10:00;0;;Warsaw;18.11.2020;;52.31133652;21.10792542;52.3113019;21.1079329
T993341329;250256158; Nick Carr;Customer 1332;delivery;D;delivered;14;;;18.11.2020 08:14;08:00;5,38;;Warsaw;18.11.2020;;52.27372742;21.02871704;52.3044866;21.0896083
T993341329;250696636; Nick Carr;Customer 3456;delivery;D;delivered;14;;1;18.11.2020 09:44;09:30;0,35;1;Warsaw;18.11.2020;;52.30850627;21.09228146;52.306409;21.0884284
T993341329;250874886; Nick Carr;Customer 133;delivery;D;delivered;14;;1;18.11.2020 12:44;12:30;0,12;1;Warsaw;18.11.2020;;52.44404528;21.12589236;52.4429307;21.125783
T993341329;250282889; Nick Carr;Customer 537;delivery;D;delivered;14;1;1;18.11.2020 08:00;08:00;4,64;1;Warsaw;18.11.2020;;52.3012352;21.02111816;52.3065027;21.0885671
T993341329;250365549; Nick Carr;Customer 2857;delivery;D;delivered;14;;1;18.11.2020 12:15;12:00;0,48;1;Warsaw;18.11.2020;;52.35726547;21.25472641;52.359059;21.2610926
T993341329;250188445; Nick Carr;Customer 3564;delivery;D;delivered;14;;;18.11.2020 09:44;09:30;5,01;1;Warsaw;18.11.2020;;52.34185028;21.13366699;52.3062286;21.0886695
T993341329;250330402; Nick Carr;Customer 3358;delivery;D;delivered;14;;1;18.11.2020 09:44;09:30;0,24;1;Warsaw;18.11.2020;;52.30548096;21.08544922;52.3063534;21.0886897
T995153778;250966011; Jerome Cohen;Customer 5087;delivery;D;delivered;12;1;;18.11.2020 10:30;10:00;0,36;;Warsaw;18.11.2020;;52.26069796;21.08181662;52.26169843;21.08683436
T995153778;250837077; Jerome Cohen;Customer 3129;delivery;D;delivered;12;1;;18.11.2020 12:02;12:00;1,98;;Warsaw;18.11.2020;;52.34185028;21.13366699;52.32442865;21.1281195
T995153778;250897382; Jerome Cohen;Customer 5376;delivery;D;delivered;12;1;1;18.11.2020 08:49;08:30;0,14;;Warsaw;18.11.2020;;52.29529572;20.99663925;52.29624601;20.99527714
T995153778;250261238; Jerome Cohen;Customer 3788;delivery;D;delivered;12;;1;18.11.2020 12:51;12:30;0,03;1;Warsaw;18.11.2020;;52.35970306;21.13197708;52.35945931;21.13206898
T995153778;250831500; Jerome Cohen;Customer 861;delivery;D;delivered;12;;;18.11.2020 13:18;13:00;0,02;;Warsaw;18.11.2020;;52.41028214;21.17956161;52.41042131;21.17978136
T995153778;250575859; Jerome Cohen;Customer 2413;delivery;D;delivered;12;1;;18.11.2020 13:58;13:30;0,06;;Warsaw;18.11.2020;;52.47668076;21.36216736;52.47634406;21.36155671
T995153778;250284176; Jerome Cohen;Customer 5447;delivery;D;delivered;12;1;1;18.11.2020 14:48;14:30;0,3;1;Warsaw;18.11.2020;;52.30499268;21.16583252;52.30354547;21.16203582
T995153778;250244599; Jerome Cohen;Customer 844;delivery;D;delivered;12;;;18.11.2020 09:51;09:30;0,03;;Warsaw;18.11.2020;;52.33107758;21.02709961;52.33082403;21.02681417
T995153778;250949195; Jerome Cohen;Customer 368;delivery;D;delivered;12;;;18.11.2020 11:16;11:00;0,32;;Warsaw;18.11.2020;;52.26181793;21.08412933;52.26359485;21.08788684
T995153778;250865947; Jerome Cohen;Customer 1074;delivery;D;delivered;12;1;1;18.11.2020 10:46;10:30;0,48;1;Warsaw;18.11.2020;;52.26144409;21.08317184;52.26406318;21.08881662
T995153778;250235996; Jerome Cohen;Customer 3090;delivery;D;delivered;12;1;;18.11.2020 12:26;12:00;0,03;;Warsaw;18.11.2020;;52.31671524;21.10334778;52.31698616;21.10355182
T995153778;250387155; Jerome Cohen;Customer 2051;delivery;D;delivered;12;1;1;18.11.2020 09:28;09:00;0,06;1;Warsaw;18.11.2020;;52.3047905;21.01519775;52.30473024;21.01612043
